,idade,renda,situacao_moradia,tempo_trabalhado,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,devedor,tempo_historico_credito
17705,30,98000.0,Mortgage,8.0,Venture,A,3500.0,7.68,0,0.04,N,10
17706,25,49500.0,Rent,6.0,Personal,C,24750.0,14.22,1,0.5,N,3
17707,22,60000.0,Mortgage,5.0,Venture,B,20000.0,12.21,0,0.33,N,3
17709,26,48000.0,Mortgage,1.0,Venture,B,4200.0,10.62,0,0.09,N,2
17710,22,52584.0,Mortgage,2.0,Personal,D,6400.0,14.54,0,0.12,N,4
17711,26,85000.0,Mortgage,10.0,Homeimprovement,C,4800.0,11.59,0,0.06,Y,2
17712,25,65004.0,Mortgage,9.0,Medical,A,4500.0,6.92,0,0.07,N,2
17713,21,47000.0,Rent,5.0,Venture,D,7000.0,14.96,0,0.15,Y,3
17714,33,63600.0,Mortgage,0.0,Debtconsolidation,C,8500.0,13.23,0,0.13,N,8
17716,26,32000.0,Mortgage,10.0,Medical,D,15000.0,15.33,1,0.47,N,3
17717,28,41000.0,Rent,0.0,Venture,B,3000.0,11.11,0,0.07,N,6
17718,30,96000.0,Mortgage,8.0,Education,C,18000.0,13.49,0,0.19,N,7
17719,23,56100.0,Mortgage,5.0,Medical,C,18000.0,14.22,1,0.32,Y,2
17720,23,46852.0,Rent,3.0,Homeimprovement,B,6800.0,10.65,1,0.15,N,2
17721,27,79200.0,Own,1.0,Homeimprovement,E,15000.0,17.14,0,0.19,N,8
17722,31,55000.0,Rent,6.0,Venture,D,11000.0,0.0,0,0.2,Y,9
17723,36,50000.0,Rent,6.0,Venture,C,7200.0,13.98,0,0.14,N,15
17724,29,54000.0,Mortgage,8.0,Debtconsolidation,A,7500.0,7.49,1,0.14,N,9
17725,25,10008.0,Rent,0.0,Venture,A,1750.0,7.49,1,0.17,N,3
17726,24,90000.0,Mortgage,8.0,Personal,B,8000.0,9.91,0,0.09,N,4
17727,22,35000.0,Rent,0.0,Personal,B,3600.0,11.83,0,0.1,N,3
17728,24,59000.0,Rent,2.0,Medical,E,16000.0,16.45,1,0.27,N,2
17729,33,99300.0,Mortgage,11.0,Medical,A,7500.0,5.79,0,0.08,N,7
17730,23,69000.0,Rent,4.0,Personal,A,5000.0,7.49,1,0.07,N,2
17731,23,34780.0,Rent,5.0,Personal,D,7500.0,12.61,0,0.22,N,4
17732,24,85000.0,Mortgage,4.0,Medical,C,10000.0,0.0,0,0.12,N,4
17733,23,49800.0,Rent,2.0,Personal,B,2400.0,11.83,0,0.05,N,2
17734,33,80000.0,Mortgage,1.0,Homeimprovement,A,6000.0,7.88,0,0.08,N,10
17735,21,60000.0,Mortgage,2.0,Venture,B,6000.0,10.62,0,0.1,N,2
17736,28,55000.0,Mortgage,4.0,Homeimprovement,A,20000.0,6.62,0,0.36,N,10
17737,22,29000.0,Rent,7.0,Medical,B,9000.0,0.0,1,0.31,N,2
17738,24,50500.0,Rent,7.0,Homeimprovement,A,9600.0,0.0,0,0.19,N,2
17739,28,53000.0,Rent,11.0,Homeimprovement,C,5500.0,11.03,0,0.1,N,9
17740,23,90000.0,Rent,4.0,Debtconsolidation,C,13000.0,12.73,0,0.14,N,2
17742,29,71000.0,Rent,1.0,Medical,C,12000.0,0.0,0,0.17,N,5
17743,25,63720.0,Mortgage,8.0,Homeimprovement,A,12500.0,7.51,0,0.2,N,3
17744,22,72000.0,Own,1.0,Personal,B,2880.0,0.0,0,0.04,N,10
17746,39,24000.0,Rent,1.0,Medical,A,8500.0,7.49,1,0.35,N,12
17747,35,86000.0,Own,5.0,Medical,B,18000.0,0.0,0,0.21,N,6
17748,30,90000.0,Rent,14.0,Medical,A,18000.0,8.94,0,0.2,N,8
17749,26,120000.0,Mortgage,10.0,Personal,C,10000.0,12.73,0,0.08,N,3
17750,29,65000.0,Mortgage,0.0,Homeimprovement,A,10000.0,8.94,0,0.15,N,9
17751,26,107496.0,Mortgage,9.0,Debtconsolidation,B,20000.0,12.69,0,0.19,N,4
17752,23,125000.0,Other,4.0,Education,A,7500.0,8.0,0,0.06,N,2
17753,24,15600.0,Own,5.0,Homeimprovement,A,3300.0,6.39,1,0.21,N,4
17754,28,97000.0,Mortgage,6.0,Debtconsolidation,A,6000.0,7.49,0,0.06,N,10
17755,29,50000.0,Rent,13.0,Homeimprovement,B,6000.0,9.99,0,0.12,N,7
17756,27,104000.0,Mortgage,11.0,Personal,B,10000.0,10.65,0,0.1,N,9
17758,24,49000.0,Mortgage,7.0,Medical,A,3500.0,7.88,0,0.07,N,3
17759,24,73000.0,Rent,3.0,Personal,B,10000.0,11.26,0,0.14,N,3
17760,26,85000.0,Mortgage,0.0,Debtconsolidation,B,8000.0,0.0,0,0.09,N,3
17761,32,40000.0,Rent,2.0,Education,B,5400.0,11.11,0,0.14,N,5
17762,31,50000.0,Rent,0.0,Personal,C,8000.0,0.0,0,0.16,N,9
17763,35,44908.0,Rent,6.0,Education,A,5000.0,6.92,0,0.11,N,7
17764,23,40000.0,Own,1.0,Venture,B,15000.0,12.42,0,0.38,N,4
17765,21,40000.0,Rent,3.0,Education,A,4000.0,7.51,0,0.1,N,2
17766,22,30000.0,Mortgage,0.0,Education,A,7000.0,7.29,0,0.23,N,3
17767,23,13000.0,Rent,3.0,Homeimprovement,D,2800.0,15.21,1,0.22,N,2
17768,24,48720.0,Rent,2.0,Medical,C,1500.0,14.35,0,0.03,Y,2
17769,22,84000.0,Mortgage,7.0,Debtconsolidation,A,2825.0,5.99,0,0.03,N,4
17770,26,40000.0,Rent,3.0,Medical,C,10200.0,0.0,0,0.26,N,3
17771,24,79768.0,Own,2.0,Education,C,12000.0,13.49,0,0.15,Y,4
17772,25,54000.0,Rent,1.0,Personal,A,3600.0,0.0,1,0.07,N,3
17773,30,31000.0,Mortgage,3.0,Venture,D,12000.0,14.42,1,0.39,N,9
17774,28,91800.0,Mortgage,6.0,Medical,D,10000.0,16.89,1,0.11,Y,8
17776,23,37000.0,Own,6.0,Medical,A,1125.0,5.79,0,0.03,N,3
17777,22,60000.0,Rent,3.0,Debtconsolidation,C,14000.0,13.48,0,0.23,Y,3
17778,35,38000.0,Rent,3.0,Venture,B,8000.0,0.0,0,0.21,N,9
17779,25,48000.0,Rent,1.0,Education,A,3000.0,9.32,1,0.06,N,4
17780,24,54400.0,Mortgage,8.0,Homeimprovement,A,3300.0,7.66,0,0.06,N,2
17781,25,73000.0,Rent,9.0,Personal,B,13600.0,11.99,0,0.19,N,2
17782,39,19404.0,Mortgage,0.0,Medical,B,6000.0,11.14,1,0.31,N,13
17783,23,78000.0,Rent,1.0,Homeimprovement,D,12000.0,14.96,1,0.15,N,4
17784,23,95000.0,Mortgage,8.0,Medical,C,7200.0,14.79,0,0.08,Y,4
17785,25,80000.0,Mortgage,4.0,Venture,C,15000.0,12.61,0,0.19,Y,4
17786,27,44000.0,Mortgage,2.0,Medical,A,7500.0,8.0,0,0.17,N,8
17787,29,83004.0,Mortgage,3.0,Personal,B,4500.0,11.49,0,0.05,N,10
17788,22,53000.0,Rent,2.0,Education,B,6500.0,10.65,0,0.12,N,4
17789,28,49000.0,Rent,6.0,Debtconsolidation,D,4800.0,15.99,1,0.1,N,5
17790,34,140000.0,Mortgage,8.0,Education,A,12000.0,7.29,0,0.09,N,8
17791,38,140000.0,Mortgage,2.0,Medical,B,8000.0,10.95,0,0.06,N,14
17792,26,75000.0,Rent,1.0,Venture,B,1800.0,9.25,0,0.02,N,2
17793,33,38400.0,Mortgage,0.0,Venture,B,10000.0,9.91,0,0.26,N,7
17794,38,81000.0,Mortgage,3.0,Personal,C,10000.0,14.27,0,0.12,Y,16
17795,24,74000.0,Rent,1.0,Homeimprovement,D,16800.0,15.65,1,0.23,Y,3
17796,29,55500.0,Rent,13.0,Debtconsolidation,A,12000.0,7.88,0,0.22,N,8
17797,24,67000.0,Rent,0.0,Medical,B,10000.0,9.64,0,0.15,N,4
17798,25,108000.0,Mortgage,9.0,Medical,B,15000.0,10.39,0,0.14,N,4
17799,28,68666.0,Rent,7.0,Debtconsolidation,B,21000.0,12.69,1,0.31,N,8
17800,23,90000.0,Rent,2.0,Medical,B,20000.0,11.49,0,0.22,N,4
17801,30,125000.0,Mortgage,14.0,Homeimprovement,A,5750.0,7.43,0,0.05,N,5
17802,24,65000.0,Mortgage,5.0,Venture,A,8000.0,7.51,0,0.12,N,4
17803,25,46000.0,Rent,5.0,Debtconsolidation,C,7200.0,0.0,0,0.16,Y,3
17804,31,102672.0,Own,0.0,Education,A,10000.0,7.9,0,0.1,N,10
17805,36,52000.0,Rent,2.0,Debtconsolidation,C,7000.0,13.85,1,0.13,N,11
17806,41,121200.0,Rent,1.0,Venture,A,10000.0,6.03,0,0.08,N,13
17807,24,110000.0,Rent,5.0,Personal,A,12000.0,7.9,0,0.11,N,3
17808,28,130000.0,Mortgage,0.0,Education,A,9000.0,8.0,0,0.07,N,6
17809,24,54400.0,Mortgage,8.0,Debtconsolidation,C,12000.0,0.0,0,0.22,Y,4
17810,28,28000.0,Own,0.0,Medical,B,3250.0,12.53,0,0.12,N,9
17811,24,91000.0,Mortgage,9.0,Education,A,15000.0,6.03,0,0.16,N,4
17812,33,88000.0,Mortgage,17.0,Debtconsolidation,C,20000.0,13.48,1,0.23,Y,10
17813,22,56000.0,Mortgage,5.0,Medical,E,15000.0,16.0,1,0.27,Y,4
17814,27,14000.0,Rent,5.0,Homeimprovement,B,4750.0,10.0,1,0.34,N,9
17815,24,79650.0,Rent,4.0,Personal,E,6000.0,16.35,1,0.08,Y,3
17816,24,48000.0,Mortgage,7.0,Medical,A,12000.0,7.29,0,0.25,N,3
17817,28,114000.0,Mortgage,12.0,Venture,E,8000.0,18.64,0,0.07,N,10
17818,24,30000.0,Own,7.0,Homeimprovement,A,15250.0,6.54,0,0.51,N,3
17819,22,80000.0,Rent,1.0,Education,B,18000.0,10.99,0,0.22,N,4
17820,44,67000.0,Rent,5.0,Medical,C,10000.0,13.49,0,0.15,N,12
17821,27,108000.0,Mortgage,11.0,Debtconsolidation,D,25000.0,14.96,1,0.23,Y,9
17822,24,58668.0,Rent,8.0,Medical,D,6000.0,15.05,1,0.1,Y,4
17823,21,25000.0,Mortgage,4.0,Venture,C,2800.0,0.0,0,0.11,Y,3
17825,24,39000.0,Rent,3.0,Education,A,1500.0,8.49,1,0.04,N,3
17827,29,76000.0,Mortgage,4.0,Homeimprovement,E,20000.0,0.0,1,0.26,Y,8
17828,24,83000.0,Mortgage,2.0,Debtconsolidation,D,28000.0,16.49,1,0.34,Y,3
17830,28,96000.0,Mortgage,5.0,Homeimprovement,D,11250.0,17.58,0,0.12,N,5
17832,23,23520.0,Rent,8.0,Medical,A,4200.0,0.0,0,0.18,N,3
17834,50,54996.0,Rent,0.0,Debtconsolidation,C,5000.0,13.47,0,0.09,N,14
17835,24,48000.0,Mortgage,4.0,Medical,A,4000.0,5.42,0,0.08,N,4
17836,23,45000.0,Rent,4.0,Education,C,4800.0,13.98,0,0.11,N,3
17837,37,31200.0,Mortgage,5.0,Education,B,3000.0,9.99,0,0.1,N,16
17838,21,40000.0,Rent,5.0,Education,B,1500.0,12.18,0,0.04,N,4
17839,22,16800.0,Rent,1.0,Education,B,3050.0,9.91,1,0.18,N,3
17840,23,80196.0,Own,2.0,Venture,B,30000.0,9.91,0,0.37,N,3
17841,26,81380.0,Rent,9.0,Medical,B,14400.0,10.37,0,0.18,N,4
17842,31,70000.0,Mortgage,3.0,Personal,A,8400.0,6.91,0,0.12,N,9
17843,24,84000.0,Mortgage,9.0,Venture,B,25000.0,11.26,0,0.3,N,4
17845,25,57700.0,Rent,2.0,Medical,D,10600.0,14.91,1,0.18,Y,4
17846,28,36000.0,Rent,0.0,Debtconsolidation,B,10000.0,11.11,0,0.28,N,5
17847,23,82000.0,Rent,2.0,Personal,B,20900.0,12.69,0,0.25,N,2
17848,22,14400.0,Rent,4.0,Homeimprovement,A,4000.0,7.29,1,0.28,N,4
17849,23,39996.0,Rent,0.0,Education,C,6000.0,11.66,0,0.15,N,3
17850,30,68000.0,Rent,5.0,Education,D,16000.0,14.09,0,0.24,N,5
17851,23,59000.0,Rent,3.0,Medical,C,4500.0,12.68,0,0.08,Y,3
17852,30,105000.0,Rent,4.0,Homeimprovement,D,24250.0,15.65,0,0.23,N,7
17853,35,140000.0,Mortgage,3.0,Medical,B,25000.0,12.21,0,0.18,N,10
17854,22,29654.0,Rent,3.0,Education,C,7000.0,14.22,1,0.24,N,3
17855,23,35000.0,Mortgage,4.0,Venture,A,3825.0,7.49,0,0.11,N,4
17856,22,33000.0,Rent,6.0,Debtconsolidation,C,6000.0,13.85,0,0.18,N,3
17857,36,65000.0,Mortgage,1.0,Venture,B,7000.0,11.49,0,0.11,N,11
17858,23,74000.0,Mortgage,7.0,Education,B,10000.0,0.0,0,0.14,N,2
17859,25,59000.0,Rent,0.0,Debtconsolidation,E,15000.0,16.45,1,0.25,N,4
17860,25,36000.0,Rent,0.0,Venture,C,12500.0,11.72,1,0.35,N,4
17862,31,24000.0,Own,0.0,Education,B,6200.0,11.14,0,0.26,N,8
17863,29,90000.0,Rent,4.0,Venture,B,12000.0,10.74,0,0.13,N,10
17865,23,63000.0,Rent,0.0,Venture,D,16000.0,14.42,1,0.25,Y,2
17866,25,49000.0,Rent,1.0,Debtconsolidation,D,12000.0,13.49,1,0.24,N,2
17867,29,33000.0,Rent,2.0,Personal,C,1700.0,15.23,0,0.05,Y,9
17868,24,24000.0,Rent,0.0,Venture,D,7000.0,15.62,1,0.29,N,4
17869,31,75000.0,Mortgage,8.0,Education,D,16500.0,16.77,0,0.22,Y,8
17871,27,71020.0,Rent,1.0,Medical,C,10000.0,12.53,0,0.14,N,6
17872,28,42000.0,Rent,9.0,Medical,D,12250.0,14.59,1,0.29,N,10
17873,36,92000.0,Mortgage,18.0,Debtconsolidation,A,4000.0,7.29,0,0.04,N,13
17874,30,100800.0,Mortgage,5.0,Venture,B,22000.0,12.42,0,0.22,N,7
17875,34,32758.0,Rent,0.0,Debtconsolidation,D,8400.0,14.96,1,0.26,N,5
17876,23,48000.0,Rent,4.0,Personal,B,1800.0,11.49,0,0.04,N,4
17877,23,46800.0,Own,7.0,Venture,C,9000.0,0.0,0,0.19,Y,4
17878,46,74000.0,Mortgage,18.0,Venture,C,20000.0,12.68,0,0.27,Y,16
17879,22,70000.0,Mortgage,3.0,Venture,B,14400.0,11.71,0,0.21,N,4
17880,29,68000.0,Mortgage,13.0,Education,A,10000.0,7.74,0,0.15,N,7
17882,21,104740.0,Mortgage,5.0,Education,B,19200.0,11.99,0,0.18,N,2
17883,30,62000.0,Mortgage,7.0,Personal,B,9600.0,11.99,0,0.15,N,8
17884,27,65600.0,Rent,3.0,Education,D,6000.0,15.62,0,0.09,Y,9
17885,23,45000.0,Rent,0.0,Venture,C,6225.0,11.54,0,0.14,Y,4
17886,23,49500.0,Rent,2.0,Medical,C,7000.0,0.0,0,0.14,N,4
17887,25,48000.0,Mortgage,3.0,Medical,C,1400.0,14.79,0,0.03,Y,4
17888,35,33996.0,Rent,0.0,Debtconsolidation,B,1500.0,10.99,0,0.04,N,7
17889,31,60000.0,Mortgage,16.0,Venture,A,8800.0,7.51,0,0.15,N,9
17891,29,67000.0,Rent,1.0,Education,C,15000.0,13.57,0,0.22,N,9
17892,25,57840.0,Rent,5.0,Medical,B,13600.0,9.99,0,0.24,N,2
17893,28,22884.0,Rent,4.0,Debtconsolidation,B,4800.0,10.38,0,0.21,N,7
17894,25,80000.0,Mortgage,0.0,Medical,B,15500.0,0.0,0,0.19,N,3
17895,30,61000.0,Rent,4.0,Homeimprovement,C,7600.0,0.0,0,0.12,Y,6
17896,21,84000.0,Rent,5.0,Venture,A,7200.0,8.49,0,0.09,N,2
17898,25,45000.0,Rent,0.0,Personal,C,14500.0,13.16,1,0.32,N,2
17899,30,33000.0,Mortgage,2.0,Debtconsolidation,A,6000.0,8.49,0,0.18,N,8
17900,28,45000.0,Mortgage,5.0,Homeimprovement,D,15000.0,15.99,0,0.33,Y,8
17901,23,60000.0,Rent,4.0,Medical,A,12000.0,6.03,0,0.2,N,3
17902,33,90000.0,Mortgage,12.0,Personal,A,6000.0,5.42,0,0.07,N,7
17903,40,42996.0,Own,15.0,Medical,D,15000.0,16.0,0,0.35,Y,16
17905,24,47928.0,Rent,1.0,Medical,B,6000.0,12.53,0,0.13,N,2
17906,30,125000.0,Mortgage,5.0,Medical,A,8000.0,7.74,0,0.06,N,10
17907,25,40000.0,Mortgage,8.0,Debtconsolidation,A,10000.0,7.14,0,0.25,N,4
17908,51,80000.0,Rent,3.0,Venture,F,18000.0,18.78,0,0.22,N,19
17910,25,80000.0,Mortgage,9.0,Debtconsolidation,A,10250.0,5.42,0,0.13,N,4
17911,29,46000.0,Mortgage,3.0,Venture,B,6000.0,11.49,0,0.13,N,5
17912,25,100000.0,Mortgage,3.0,Education,B,25000.0,10.75,0,0.25,N,4
17914,22,45000.0,Mortgage,6.0,Education,A,5000.0,8.0,0,0.11,N,3
17915,27,69476.0,Rent,3.0,Venture,A,6500.0,6.17,0,0.09,N,7
17916,26,100000.0,Mortgage,5.0,Debtconsolidation,B,24000.0,10.99,0,0.24,N,4
17917,24,23700.0,Rent,8.0,Venture,A,10000.0,9.32,1,0.42,N,4
17918,33,79440.0,Mortgage,12.0,Medical,C,5525.0,13.85,0,0.07,Y,9
17919,25,45000.0,Mortgage,2.0,Medical,A,3000.0,6.92,0,0.07,N,3
17920,21,55438.0,Rent,4.0,Venture,C,19400.0,13.49,1,0.35,N,2
17921,26,77004.0,Mortgage,0.0,Medical,B,6000.0,11.99,0,0.08,N,4
17922,43,57000.0,Rent,3.0,Education,B,6000.0,10.75,0,0.11,N,13
17923,39,32400.0,Rent,3.0,Medical,B,7000.0,0.0,0,0.22,N,16
17925,26,125000.0,Mortgage,4.0,Personal,C,14800.0,0.0,0,0.12,Y,3
17926,27,69500.0,Mortgage,11.0,Medical,A,14750.0,7.49,0,0.21,N,9
17927,37,70000.0,Mortgage,2.0,Venture,B,30000.0,10.65,0,0.43,N,14
17928,22,18000.0,Rent,0.0,Homeimprovement,E,1500.0,18.64,1,0.08,N,2
17929,30,69996.0,Rent,0.0,Education,B,2000.0,10.65,0,0.03,N,9
17930,21,50000.0,Rent,5.0,Debtconsolidation,A,8300.0,8.9,0,0.17,N,4
17931,23,140000.0,Rent,7.0,Education,A,9000.0,7.14,0,0.06,N,3
17932,24,64000.0,Mortgage,7.0,Debtconsolidation,F,4000.0,20.89,1,0.06,Y,2
17933,23,34000.0,Rent,5.0,Venture,C,8500.0,13.92,1,0.25,N,3
17934,22,75000.0,Mortgage,6.0,Debtconsolidation,A,18000.0,5.79,0,0.24,N,2
17935,23,55000.0,Rent,3.0,Venture,C,14000.0,11.66,0,0.25,N,3
17936,26,79200.0,Mortgage,8.0,Medical,A,6075.0,6.03,0,0.08,N,2
17937,24,27456.0,Rent,1.0,Medical,C,9250.0,12.87,1,0.34,N,3
17938,22,105600.0,Mortgage,4.0,Personal,B,8000.0,11.49,0,0.08,N,2
17939,26,50000.0,Rent,2.0,Homeimprovement,C,8400.0,14.72,0,0.17,Y,3
17942,26,109500.0,Mortgage,11.0,Venture,E,20000.0,17.56,0,0.18,N,2
17944,28,112200.0,Mortgage,10.0,Venture,A,6800.0,5.79,0,0.06,N,5
17945,29,118374.0,Mortgage,13.0,Venture,C,3500.0,13.49,0,0.03,Y,6
17946,23,97000.0,Own,7.0,Medical,B,15000.0,9.63,0,0.15,N,4
17947,38,64000.0,Rent,4.0,Debtconsolidation,A,5000.0,7.88,0,0.08,N,16
17948,26,59700.0,Mortgage,5.0,Venture,B,15000.0,10.99,0,0.25,N,4
17949,22,39000.0,Rent,2.0,Personal,A,7000.0,8.9,1,0.18,N,3
17950,23,123000.0,Rent,4.0,Debtconsolidation,C,2800.0,13.49,0,0.02,Y,3
17951,33,21000.0,Own,1.0,Education,B,7750.0,11.83,0,0.37,N,6
17952,23,60000.0,Rent,3.0,Education,B,8000.0,10.25,0,0.13,N,3
17953,25,37000.0,Mortgage,6.0,Homeimprovement,D,7000.0,15.62,0,0.19,Y,3
17954,25,96000.0,Mortgage,4.0,Venture,B,10925.0,12.69,0,0.11,N,4
17955,23,90000.0,Mortgage,4.0,Medical,B,4800.0,10.36,0,0.05,N,4
17956,31,57758.0,Mortgage,0.0,Debtconsolidation,A,12000.0,6.62,0,0.21,N,9
17957,22,43000.0,Rent,5.0,Venture,B,2400.0,10.99,0,0.06,N,4
17958,26,85000.0,Mortgage,0.0,Medical,A,11600.0,5.42,0,0.14,N,4
17959,23,35000.0,Rent,0.0,Education,B,7000.0,10.99,0,0.2,N,3
17960,31,111000.0,Mortgage,3.0,Homeimprovement,A,5150.0,6.62,0,0.05,N,6
17961,29,54000.0,Mortgage,8.0,Medical,A,7500.0,7.49,1,0.14,N,7
17962,33,33852.0,Rent,4.0,Education,B,10000.0,15.33,1,0.3,N,4
17963,27,41000.0,Rent,4.0,Debtconsolidation,C,8000.0,12.84,1,0.2,Y,10
17964,24,60000.0,Mortgage,6.0,Homeimprovement,A,14000.0,8.94,0,0.23,N,2
17965,22,41500.0,Rent,6.0,Personal,D,2500.0,15.62,0,0.06,N,2
17966,28,44300.0,Mortgage,12.0,Homeimprovement,A,4325.0,7.49,0,0.1,N,5
17967,26,58000.0,Mortgage,10.0,Venture,B,5000.0,10.62,0,0.09,N,2
17968,26,122500.0,Rent,1.0,Homeimprovement,B,10000.0,10.65,0,0.08,N,2
17969,29,85000.0,Mortgage,9.0,Venture,B,20000.0,10.38,0,0.24,N,9
17970,35,30996.0,Rent,18.0,Education,C,4200.0,14.79,0,0.14,Y,6
17971,27,35000.0,Rent,4.0,Education,B,12800.0,10.0,1,0.37,N,7
17972,32,110000.0,Mortgage,2.0,Venture,B,5600.0,10.74,0,0.05,N,7
17973,25,31200.0,Own,0.0,Homeimprovement,E,4000.0,17.19,1,0.13,Y,4
17974,33,40000.0,Mortgage,4.0,Education,A,5000.0,7.51,0,0.12,N,8
17975,23,32000.0,Rent,0.0,Education,A,4000.0,7.68,0,0.12,N,3
17976,22,37500.0,Rent,0.0,Medical,B,9000.0,9.63,0,0.24,N,4
17977,23,39200.0,Rent,1.0,Education,A,2500.0,7.74,0,0.06,N,3
17978,35,34000.0,Rent,1.0,Personal,B,9250.0,10.59,1,0.27,N,10
17979,24,62400.0,Rent,4.0,Debtconsolidation,D,20000.0,14.84,1,0.32,N,4
17980,23,73426.0,Mortgage,0.0,Debtconsolidation,C,7500.0,0.0,0,0.1,Y,2
17981,23,45000.0,Mortgage,2.0,Personal,A,3000.0,7.05,0,0.07,N,3
17982,24,45792.0,Rent,3.0,Personal,B,17000.0,10.38,1,0.37,N,3
17983,28,55704.0,Mortgage,12.0,Debtconsolidation,A,8400.0,7.51,0,0.15,N,9
17984,31,46080.0,Rent,3.0,Medical,E,2800.0,17.56,0,0.06,N,10
17985,35,80000.0,Rent,0.0,Education,B,7050.0,8.88,0,0.09,N,10
17986,23,67000.0,Rent,7.0,Medical,B,3000.0,10.99,0,0.04,N,2
17987,21,86000.0,Rent,5.0,Education,B,6000.0,10.0,0,0.07,N,4
17988,22,18996.0,Rent,1.0,Medical,D,1500.0,0.0,1,0.08,Y,3
17989,29,44000.0,Rent,14.0,Debtconsolidation,B,16000.0,0.0,1,0.36,N,9
17990,37,74400.0,Own,21.0,Venture,A,7500.0,7.05,0,0.1,N,11
17991,33,108000.0,Mortgage,17.0,Personal,C,7200.0,14.35,0,0.07,Y,6
17992,24,100000.0,Mortgage,8.0,Education,A,16800.0,7.88,0,0.17,N,4
17993,23,17004.0,Rent,3.0,Medical,A,5000.0,6.54,1,0.29,N,2
17994,41,50000.0,Rent,0.0,Medical,B,6000.0,10.71,0,0.12,N,11
17995,25,30000.0,Rent,6.0,Medical,B,4000.0,9.76,0,0.13,N,3
17997,34,53995.0,Rent,10.0,Personal,B,5000.0,9.63,0,0.09,N,6
17998,30,40000.0,Rent,14.0,Venture,A,5500.0,6.62,0,0.14,N,8
17999,21,35000.0,Own,2.0,Venture,C,7200.0,15.23,0,0.21,N,4
18000,23,58000.0,Own,4.0,Medical,B,15000.0,10.25,0,0.26,N,3
18001,25,49000.0,Rent,3.0,Education,A,1000.0,7.66,0,0.02,N,3
18002,23,35000.0,Rent,2.0,Debtconsolidation,B,22250.0,12.69,1,0.64,N,3
18003,24,62000.0,Rent,4.0,Education,C,2000.0,13.49,0,0.03,N,3
18004,28,32004.0,Rent,5.0,Venture,C,6000.0,13.99,0,0.19,N,9
18005,23,45500.0,Own,5.0,Education,C,14000.0,14.72,0,0.31,Y,2
18006,24,37000.0,Rent,3.0,Personal,B,5500.0,9.2,0,0.15,N,2
18007,25,79404.0,Other,0.0,Venture,D,20000.0,15.05,0,0.25,N,3
18008,38,108000.0,Rent,3.0,Personal,D,5000.0,15.21,1,0.05,Y,17
18010,23,60000.0,Mortgage,4.0,Education,A,13000.0,6.91,0,0.22,N,2
18011,24,105000.0,Mortgage,6.0,Education,B,25000.0,10.74,0,0.24,N,3
18012,22,37000.0,Rent,6.0,Personal,A,6800.0,7.14,0,0.18,N,2
18013,24,75000.0,Rent,0.0,Venture,A,12000.0,6.62,0,0.16,N,2
18014,26,75000.0,Rent,3.0,Education,A,20000.0,0.0,0,0.27,N,3
18015,33,50000.0,Rent,1.0,Homeimprovement,A,9000.0,7.51,0,0.18,N,9
18016,26,37850.0,Rent,1.0,Personal,B,6400.0,9.88,0,0.17,N,2
18017,25,30000.0,Mortgage,6.0,Personal,A,4000.0,7.14,0,0.13,N,2
18018,23,78000.0,Mortgage,7.0,Education,A,12400.0,7.29,0,0.16,N,3
18019,27,40000.0,Rent,1.0,Debtconsolidation,B,6000.0,11.99,0,0.15,N,6
18021,22,28800.0,Rent,5.0,Medical,B,9000.0,10.99,1,0.31,N,2
18022,41,42000.0,Rent,2.0,Venture,A,5000.0,7.49,0,0.12,N,15
18023,25,99996.0,Mortgage,6.0,Medical,B,8000.0,0.0,0,0.08,N,4
18024,32,12000.0,Rent,2.0,Medical,B,3200.0,0.0,1,0.27,N,7
18025,27,40000.0,Rent,4.0,Venture,D,10000.0,0.0,0,0.25,Y,10
18026,27,54400.0,Mortgage,11.0,Medical,D,11000.0,15.33,1,0.2,Y,10
18027,26,83000.0,Mortgage,2.0,Medical,B,25000.0,10.99,0,0.3,N,3
18028,22,58000.0,Rent,3.0,Personal,B,1800.0,12.18,0,0.03,N,2
18029,24,60000.0,Mortgage,9.0,Homeimprovement,B,1500.0,12.42,0,0.02,N,2
18030,26,38400.0,Own,1.0,Personal,B,15500.0,11.99,0,0.4,N,3
18031,21,31000.0,Rent,6.0,Medical,A,6000.0,6.03,0,0.19,N,3
18032,44,49510.0,Mortgage,5.0,Homeimprovement,B,4000.0,10.62,0,0.08,N,14
18033,25,68000.0,Rent,1.0,Debtconsolidation,C,10000.0,14.26,0,0.15,N,4
18034,25,80004.0,Rent,9.0,Venture,C,20000.0,14.26,0,0.25,N,2
18035,22,48000.0,Rent,2.0,Debtconsolidation,A,9000.0,7.88,0,0.19,N,2
18036,33,54000.0,Mortgage,7.0,Venture,C,7500.0,13.22,0,0.14,N,10
18037,23,95000.0,Rent,6.0,Debtconsolidation,B,12000.0,11.71,0,0.13,N,3
18038,26,75873.0,Mortgage,6.0,Personal,B,1200.0,10.25,0,0.02,N,2
18039,34,25000.0,Rent,0.0,Medical,A,10000.0,7.29,1,0.4,N,9
18040,21,34000.0,Other,3.0,Venture,E,9600.0,15.68,1,0.28,Y,2
18043,27,80500.0,Rent,2.0,Personal,A,8000.0,8.49,0,0.1,N,9
